geoid,lat,lon,population,median_hh_income
482013137002,29.699783728576165,-95.367067328596,1071.0,47109.0
482013129021,29.71292091303028,-95.36626643477997,1115.0,
482013139021,29.682430605308006,-95.38535978944974,978.0,71302.0
482014120003,29.72136743589503,-95.41030210258633,732.0,250001.0
482013316041,29.62955407418022,-95.3436330370637,875.0,23064.0
482013315021,29.634608726033036,-95.36583160271923,1343.0,28145.0
482013136004,29.68311904439787,-95.36106931113648,1169.0,
482013132011,29.706219804562988,-95.35090982759085,1632.0,47698.0
482013132022,29.706814038485227,-95.37325639743672,678.0,81012.0
482013115011,29.703705734346983,-95.28942271877531,1325.0,60922.0
482013138022,29.68575457998806,-95.37709938004446,1214.0,61900.0
482013115022,29.711078792472694,-95.2836486414933,895.0,54762.0
482013129011,29.710956499936767,-95.3590688929343,403.0,
482013316043,29.63504193025063,-95.34380751156287,802.0,70053.0
482013316042,29.63096157451753,-95.3450572765482,1013.0,74940.0
482013316031,29.634903541634856,-95.35305079169522,2267.0,41517.0
482013111002,29.727823734691967,-95.29144987755745,1181.0,45370.0
482013112001,29.72224975000264,-95.29089198436135,2340.0,76540.0
482013120001,29.719370764671716,-95.3403515966274,1061.0,73472.0
482013120002,29.712765854563656,-95.35264712728438,1208.0,90114.0
482013119001,29.712885174606313,-95.31806393653594,472.0,46250.0
482013119002,29.718937941155172,-95.32915930883439,1157.0,74808.0
482013124003,29.72650595357545,-95.35392167439086,162.0,
482013118002,29.70759760525945,-95.32389377630636,1251.0,64875.0
482013133002,29.70738536536686,-95.33844256728943,1050.0,88802.0
482013317002,29.63864177418112,-95.34427211288163,926.0,62333.0
482013317003,29.643901625021215,-95.34822651135036,689.0,62254.0
482013319001,29.663994150018357,-95.35291332505258,1038.0,76906.0
482013320001,29.67119006664198,-95.34208724998926,2420.0,35725.0
482013321001,29.680942654560113,-95.34798018175402,1790.0,40839.0
482013321002,29.67993293747359,-95.34112264583815,1383.0,43173.0
482013322001,29.685528517261766,-95.33205463792808,1573.0,22647.0
482013322002,29.67924394031115,-95.33010485076657,1875.0,43112.0
482013108002,29.72870843331737,-95.31526366669715,2199.0,59599.0
482013140031,29.69139541665475,-95.39543522220782,847.0,53906.0
482013315022,29.62410570286068,-95.37133426857761,4803.0,71576.0
482013301021,29.633725418165838,-95.41629581819497,2022.0,40818.0
482013309013,29.620452324314705,-95.39499231080958,3451.0,94975.0
482013316023,29.627412741931476,-95.33585995164938,670.0,51817.0
482013316033,29.623116035065483,-95.34927717546032,1452.0,56612.0
482013315012,29.63003863999919,-95.35939715999334,2718.0,75625.0
482013112002,29.72115184849979,-95.29765572728937,1171.0,56348.0
482013138023,29.68312101518106,-95.37684987878394,703.0,
482013117011,29.69861378185203,-95.31415894544757,2118.0,67633.0
482013132021,29.704647868435437,-95.36523292111569,952.0,76188.0
482013132023,29.708642352138714,-95.36632059160827,999.0,160028.0
482013131012,29.707039803246285,-95.37930752457574,1600.0,130556.0
482013131011,29.711112075011357,-95.38072597497968,955.0,
482013126012,29.719207533387213,-95.38151926656954,882.0,
482013308012,29.617034352066106,-95.33051073238273,1549.0,62500.0
482013112003,29.71981710313588,-95.30335163918146,1012.0,41768.0
482013113002,29.70647025001067,-95.2927334999686,862.0,78173.0
482013326001,29.67979863158384,-95.30169665792054,839.0,67308.0
482013134001,29.697294478269963,-95.3453552174549,1087.0,47108.0
482013313004,29.647179384623932,-95.37774882053097,1564.0,
482013319002,29.664282282610067,-95.3418482173951,1371.0,26618.0
482013113001,29.713612030256698,-95.2905268182222,1593.0,54609.0
482013116003,29.700814661272528,-95.28608972585644,1979.0,27257.0
482013315011,29.64236646668574,-95.3600746999024,1833.0,
482019804001,29.723236675711608,-95.34488501348702,4285.0,
482013314002,29.6517862353042,-95.35994088231591,925.0,19846.0
482013140032,29.69312466131748,-95.39670993547739,755.0,40838.0
482013131021,29.71133724765022,-95.39218892381002,1789.0,85956.0
482013126022,29.72562841664219,-95.385074916615,1431.0,131102.0
482013126021,29.72590339021507,-95.3821502194358,1088.0,163542.0
482013126013,29.72341269229406,-95.38794230766742,835.0,88750.0
482013126011,29.722145724957688,-95.38487055001512,1649.0,134327.0
482013309012,29.618709391905224,-95.40933001345924,3487.0,70873.0
482013126031,29.72094917646572,-95.378171117582,2892.0,77611.0
482013316032,29.630380200009665,-95.35164319999186,813.0,62708.0
482013309011,29.626007486230584,-95.3984373211151,3411.0,87583.0
482013140041,29.686612466589857,-95.39810893345393,660.0,
482013138021,29.693770153867717,-95.37403730770419,790.0,25354.0
482013140042,29.687855809588694,-95.3969431428348,1523.0,44551.0
482013144011,29.696620164172415,-95.40355465667456,1510.0,47969.0
482013140012,29.69976728394759,-95.39394720986833,1299.0,42027.0
482014122021,29.701764260243444,-95.41086341094906,934.0,167827.0
482019803001,29.717892423087253,-95.40380284616472,2918.0,
482013138011,29.69006444184317,-95.36857069766621,1148.0,17768.0
482013139022,29.683190490591556,-95.38833843399419,956.0,66184.0
482013120003,29.713305406561716,-95.35112159340227,701.0,
482013318002,29.65434690914285,-95.35325212125925,2085.0,
482013140052,29.683719904801695,-95.3979234762293,1221.0,25882.0
482014122011,29.70450492851121,-95.40977617848621,825.0,51392.0
482013140051,29.68412148279121,-95.3965757931202,1458.0,57959.0
482013139012,29.691214620232937,-95.38367372152715,1922.0,61321.0
482013341022,29.645987748553182,-95.42771038285517,3284.0,70179.0
482013341013,29.65474380543618,-95.40267606225764,3854.0,72083.0
482013311001,29.671674119999143,-95.37789193999397,2054.0,36646.0
482013312003,29.66278561016433,-95.38000128814092,1480.0,22173.0
482013318003,29.655926567576437,-95.34193213510764,1093.0,59000.0
