geoid,foreign_born_rate,spanish_at_home_rate,avg_household_size
48201522101,0.2663346029885731,0.4554086130891828,2.26
48201251000,0.13343108504398826,0.12901234567901235,2.19
48201413205,0.3166999334664005,0.20855978260869565,1.7
48201333501,0.347327091513138,0.5688105117565698,2.79
48201543202,0.2612035851472471,0.24223776223776225,2.21
48201311702,0.2310902451747522,0.8993816750983699,2.81
48201433506,0.5787451984635084,0.6828329484218629,2.29
48201233200,0.33476326660311406,0.7620946766082886,3.42
48201330303,0.2579214195183777,0.39069979484841577,2.25
48201520601,0.5304740406320542,0.6616571892770106,2.84
48201321302,0.4909279419388284,0.6519634211941904,3.57
48201451406,0.21112929623567922,0.2512690355329949,1.54
48201232703,0.5633122911251393,0.7856272838002436,3.17
48201522402,0.3208182288969446,0.5536062378167641,3.27
48201320500,0.42933854039541125,0.7376575630252101,3.22
48201222300,0.36783068783068784,0.7915360501567398,3.36
48201451401,0.19147109330280482,0.21613204609156025,1.97
48201310400,0.32173624917163685,0.6673407482305359,2.07
48201212300,0.2570281124497992,0.5925192519251925,2.41
48201211102,0.19575177009579342,0.582483781278962,3.28
48201551502,0.27904142973192525,0.09537834164023562,3.55
48201423001,0.674143679903001,0.4299709724238026,3.07
48201221400,0.38933992234380516,0.7732404968009032,3.08
48201422405,0.5382803297997645,0.3616751269035533,1.78
48201220400,0.39295977011494254,0.7482103184398914,2.69
48201231500,0.10930159724397119,0.2208887447291599,3.44
48201452002,0.15975844084545704,0.1528962069979418,1.86
48201333204,0.3558597091531223,0.5037393162393162,2.77
48201533302,0.2148298628745556,0.39146013735443413,3.38
48201450600,0.1704825642831983,0.11955420466058764,2.18
48201423002,0.5071428571428571,0.7748599439775911,2.54
48201230100,0.12226584408300617,0.3204057279236277,2.56
48201320602,0.4258877434135166,0.7919413919413919,2.92
48201310700,0.22950329144225015,0.542576764798987,2.09
48201432101,0.5781396805512058,0.4,2.2
48201333203,0.2542607093505297,0.6301044634377968,2.28
48201340502,0.2003610108303249,0.13436442725954567,2.16
48201231600,0.12793639320563788,0.3415589502546024,2.51
48201451903,0.297191887675507,0.1606714628297362,2.2
48201542500,0.2579150579150579,0.2773384237796564,2.13
48201324200,0.510989010989011,0.8051209103840683,2.48
48201454400,0.2458045409674235,0.22741116751269036,1.55
48201311400,0.30755395683453235,0.7869623655913979,3.55
48201432704,0.36969001148105624,0.3367970660146699,2.98
48201452101,0.3375307966055297,0.14429715548191108,1.94
48201432005,0.5492383025027203,0.604524886877828,2.38
48201210700,0.223731884057971,0.6290027447392498,2.26
48201423203,0.5372807017543859,0.5759815242494226,2.71
48201521202,0.3691467968974433,0.47946045370938073,2.09
48201421103,0.5649054142204827,0.6989329268292683,2.54
48201334003,0.19566322209046247,0.295839469808542,2.67
