geoid,population,median_hh_income,poverty_total,poverty_below,total_households,snap_households
48201252902,6326.0,82860.0,6326.0,577.0,1919.0,211.0
48201253101,6234.0,89524.0,6234.0,463.0,2086.0,62.0
48201253202,5206.0,53176.0,5206.0,866.0,2177.0,442.0
48201314004,2183.0,44831.0,2183.0,611.0,1202.0,32.0
48201321001,2805.0,36717.0,2805.0,1277.0,1055.0,318.0
48201321302,1929.0,62042.0,1929.0,481.0,537.0,145.0
48201323801,4084.0,85441.0,3985.0,477.0,1088.0,269.0
48201323802,5026.0,52167.0,4994.0,1643.0,1548.0,308.0
48201333205,1384.0,35451.0,1384.0,473.0,660.0,87.0
48201333802,6105.0,86897.0,6105.0,379.0,1966.0,411.0
48201342802,3666.0,131795.0,3666.0,577.0,1106.0,41.0
48201421501,3991.0,46273.0,3889.0,1349.0,1405.0,308.0
48201421601,3258.0,37008.0,3258.0,979.0,983.0,415.0
48201422405,1698.0,18494.0,1698.0,836.0,956.0,372.0
48201423002,3080.0,34059.0,3080.0,1117.0,1211.0,341.0
48201433506,1562.0,36833.0,1553.0,519.0,682.0,243.0
48201452703,4034.0,50966.0,3986.0,1237.0,1297.0,230.0
48201455000,3601.0,105625.0,3601.0,897.0,1129.0,84.0
48201511100,4485.0,162212.0,4424.0,443.0,2239.0,110.0
48201530400,3549.0,63106.0,3549.0,361.0,1055.0,190.0
48201540200,2433.0,57045.0,2433.0,274.0,896.0,105.0
48201541006,6258.0,104512.0,6246.0,857.0,1913.0,147.0
48201542002,2483.0,140093.0,2483.0,216.0,784.0,46.0
48201542106,8489.0,87451.0,8489.0,436.0,2827.0,416.0
48201542305,4761.0,87338.0,4761.0,263.0,1459.0,81.0
48201543005,12043.0,112123.0,12043.0,1571.0,3821.0,357.0
48201543010,5584.0,81671.0,5584.0,321.0,1455.0,44.0
48201543011,4140.0,100188.0,4106.0,311.0,1201.0,107.0
48201551800,3846.0,103387.0,3798.0,135.0,1446.0,100.0
48201211000,1674.0,26563.0,1645.0,448.0,710.0,242.0
48201211200,2330.0,30833.0,2329.0,766.0,1046.0,379.0
48201240506,5441.0,45556.0,5441.0,2095.0,1974.0,575.0
48201240802,8990.0,75776.0,8904.0,2670.0,2833.0,462.0
48201252500,4545.0,47298.0,4545.0,1306.0,1447.0,410.0
48201311200,4523.0,62096.0,4523.0,387.0,1655.0,368.0
48201313000,2401.0,56516.0,2401.0,495.0,1359.0,246.0
48201313400,3803.0,42500.0,3803.0,1094.0,1598.0,428.0
48201313500,1781.0,29922.0,1781.0,647.0,943.0,243.0
48201313600,4618.0,34013.0,4618.0,2062.0,1797.0,479.0
48201313700,2327.0,48240.0,2315.0,279.0,943.0,303.0
48201314301,2226.0,50779.0,2226.0,437.0,1409.0,322.0
48201314302,1650.0,41845.0,1650.0,263.0,1245.0,168.0
48201321800,4101.0,66856.0,4074.0,1091.0,1149.0,333.0
48201331502,6146.0,54097.0,6096.0,1261.0,2537.0,532.0
48201331604,2690.0,38938.0,2631.0,789.0,910.0,408.0
48201341700,3016.0,58967.0,3016.0,289.0,1319.0,259.0
48201412500,1706.0,162885.0,1706.0,85.0,690.0,5.0
48201413301,5185.0,70918.0,5145.0,171.0,2955.0,150.0
48201413302,3768.0,170750.0,3768.0,230.0,1734.0,81.0
48201420400,3714.0,94625.0,3705.0,128.0,1691.0,46.0
48201421402,3661.0,37684.0,3661.0,1421.0,1262.0,296.0
48201421403,4503.0,32813.0,4501.0,1609.0,1478.0,564.0
48201422303,3079.0,40471.0,3079.0,1384.0,1392.0,503.0
48201440102,4477.0,66344.0,4477.0,554.0,1953.0,250.0
48201450402,2227.0,120909.0,2227.0,148.0,1172.0,22.0
48201450804,2310.0,61250.0,2310.0,117.0,1124.0,241.0
48201451006,2465.0,103096.0,2465.0,81.0,1215.0,90.0
48201451301,4018.0,90086.0,4018.0,274.0,1878.0,244.0
48201451904,3601.0,56369.0,3601.0,314.0,1230.0,112.0
48201452300,2216.0,71384.0,2216.0,448.0,833.0,148.0
48201454100,3837.0,62188.0,3826.0,695.0,1127.0,236.0
48201531000,5027.0,182632.0,5027.0,243.0,2092.0,66.0
48201533904,4323.0,50430.0,4323.0,322.0,1525.0,418.0
48201540800,6864.0,66179.0,6864.0,791.0,2401.0,362.0
48201542105,10108.0,102706.0,10108.0,1665.0,3182.0,453.0
48201543100,4613.0,112981.0,4402.0,674.0,1437.0,84.0
48201543201,6682.0,80159.0,6673.0,966.0,2677.0,292.0
48201552200,7367.0,88155.0,7367.0,405.0,2973.0,206.0
48201554405,8825.0,146359.0,8825.0,724.0,2667.0,240.0
48201211101,2954.0,41784.0,2947.0,1016.0,933.0,371.0
48201211102,2401.0,29750.0,2401.0,1310.0,731.0,155.0
48201211301,2676.0,35208.0,2676.0,1300.0,928.0,400.0
48201211501,3129.0,38641.0,3129.0,1130.0,979.0,218.0
48201211502,2805.0,57063.0,2805.0,781.0,859.0,121.0
48201221501,4845.0,42054.0,4732.0,1300.0,1472.0,172.0
48201233104,2554.0,44635.0,2554.0,832.0,749.0,264.0
48201240102,1689.0,42664.0,1689.0,594.0,774.0,84.0
48201240504,2888.0,36176.0,2888.0,707.0,1276.0,196.0
48201250404,5041.0,123795.0,5041.0,152.0,1739.0,0.0
48201252003,10901.0,173138.0,10901.0,58.0,3473.0,23.0
48201252304,4171.0,68632.0,4171.0,361.0,1241.0,358.0
48201311002,3516.0,52092.0,3516.0,776.0,1106.0,227.0
48201312501,3348.0,132250.0,3344.0,390.0,1658.0,43.0
48201313902,2706.0,66013.0,2706.0,338.0,1573.0,88.0
48201323602,4299.0,76691.0,4299.0,112.0,1613.0,54.0
48201324101,5105.0,50940.0,5105.0,1246.0,1656.0,507.0
48201324102,0.0,,0.0,0.0,0.0,0.0
48201324200,728.0,50313.0,718.0,166.0,293.0,75.0
48201333904,6275.0,73715.0,6275.0,910.0,2105.0,196.0
48201340201,0.0,,0.0,0.0,0.0,0.0
48201340202,8505.0,170807.0,8505.0,367.0,2919.0,14.0
48201340701,3918.0,69716.0,3918.0,593.0,1448.0,114.0
48201341204,3504.0,71861.0,3504.0,431.0,1843.0,252.0
48201341304,1543.0,80500.0,1446.0,267.0,732.0,5.0
48201343601,0.0,,0.0,0.0,0.0,0.0
48201343602,2906.0,68409.0,2849.0,413.0,1162.0,88.0
48201431204,3195.0,78818.0,3195.0,106.0,1663.0,69.0
48201432200,3865.0,54854.0,3865.0,186.0,1849.0,115.0
48201454200,4270.0,66093.0,4245.0,333.0,1115.0,346.0
48201510701,2165.0,84615.0,2165.0,517.0,1313.0,55.0
48201510702,2059.0,244293.0,2059.0,102.0,913.0,31.0
48201530702,4321.0,34674.0,4321.0,1699.0,1428.0,535.0
48201533301,3154.0,39754.0,3144.0,1029.0,1123.0,546.0
48201541801,3980.0,71294.0,3980.0,777.0,1707.0,347.0
48201542108,5180.0,67125.0,5145.0,397.0,1278.0,142.0
48201550101,2430.0,26842.0,2396.0,1323.0,860.0,465.0
48201550700,5079.0,105333.0,5079.0,1129.0,1376.0,222.0
48201550800,3591.0,70326.0,3452.0,229.0,988.0,270.0
48201554600,4645.0,142781.0,4617.0,147.0,1471.0,26.0
48201211400,4291.0,77773.0,4291.0,856.0,1767.0,275.0
48201221900,4854.0,59154.0,4854.0,1607.0,1157.0,150.0
48201222000,2028.0,40598.0,2028.0,569.0,537.0,52.0
48201251401,2975.0,125521.0,2975.0,277.0,868.0,46.0
48201251800,1813.0,87167.0,1813.0,157.0,612.0,4.0
48201252800,6690.0,63109.0,6689.0,1524.0,2365.0,240.0
48201254700,2665.0,61250.0,2665.0,190.0,979.0,134.0
48201254800,2482.0,46875.0,2367.0,815.0,872.0,137.0
48201310600,4598.0,51837.0,4577.0,614.0,2204.0,292.0
48201322600,4985.0,66946.0,4985.0,778.0,1699.0,285.0
48201332900,4635.0,41194.0,4493.0,1377.0,1507.0,419.0
48201334002,2420.0,67938.0,2420.0,143.0,1120.0,58.0
48201341400,5678.0,147572.0,5639.0,207.0,2179.0,14.0
48201343700,3859.0,65521.0,3859.0,659.0,1447.0,235.0
48201350700,2360.0,92917.0,2360.0,107.0,870.0,54.0
48201411100,3667.0,177796.0,3667.0,171.0,1569.0,30.0
48201411200,1700.0,176042.0,1700.0,102.0,819.0,30.0
48201411400,2898.0,250001.0,2859.0,72.0,1214.0,0.0
48201411600,2806.0,127426.0,2806.0,126.0,1469.0,0.0
48201413000,3111.0,111219.0,3111.0,164.0,1410.0,19.0
48201420800,2829.0,226250.0,2794.0,165.0,920.0,7.0
48201421000,2913.0,210815.0,2913.0,77.0,1045.0,31.0
48201452801,5413.0,54087.0,5413.0,1044.0,1825.0,364.0
48201452802,6301.0,58906.0,6301.0,1439.0,1757.0,532.0
48201453901,6103.0,85130.0,6044.0,1112.0,1699.0,285.0
48201520400,3837.0,34623.0,3837.0,1837.0,1395.0,297.0
48201540700,5372.0,67156.0,5372.0,1687.0,1985.0,142.0
48201542302,7713.0,83406.0,7713.0,729.0,2485.0,303.0
48201550602,2665.0,69375.0,2665.0,393.0,726.0,172.0
48201552301,4900.0,77016.0,4845.0,577.0,1654.0,266.0
48201552701,3266.0,65875.0,3164.0,403.0,1594.0,146.0
48201552802,4051.0,103073.0,4042.0,469.0,1670.0,59.0
48201553700,4398.0,72511.0,4274.0,546.0,1611.0,178.0
48201554301,7922.0,124347.0,7772.0,98.0,2814.0,51.0
48201554302,4855.0,143099.0,4798.0,191.0,1487.0,0.0
48201554502,6006.0,151694.0,6006.0,259.0,2190.0,19.0
48201555303,16375.0,140579.0,16375.0,1532.0,5382.0,31.0
48201555501,5958.0,103764.0,5948.0,300.0,2060.0,237.0
48201555701,12322.0,125665.0,12322.0,405.0,3815.0,86.0
48201556000,15854.0,114077.0,15720.0,1145.0,5280.0,475.0
48201221800,4032.0,58540.0,3998.0,859.0,1253.0,209.0
48201232600,2568.0,70764.0,2568.0,257.0,947.0,86.0
48201232801,2807.0,69635.0,2807.0,287.0,1035.0,82.0
48201240400,7620.0,62357.0,7473.0,1614.0,2752.0,576.0
48201253502,3665.0,69403.0,3665.0,683.0,1250.0,370.0
48201310900,4145.0,45763.0,4110.0,618.0,1844.0,146.0
48201322701,2882.0,71145.0,2882.0,188.0,914.0,312.0
48201330101,5251.0,79040.0,5251.0,895.0,1662.0,153.0
48201334102,6742.0,65064.0,6673.0,1465.0,2410.0,271.0
48201340400,1070.0,147115.0,1070.0,76.0,460.0,7.0
48201412202,3496.0,167986.0,3365.0,225.0,1365.0,0.0
48201413203,1874.0,63640.0,1874.0,304.0,1203.0,8.0
48201413205,1503.0,63837.0,1503.0,213.0,884.0,31.0
48201413206,2653.0,73281.0,2653.0,251.0,1430.0,26.0
48201421205,2377.0,33816.0,2377.0,901.0,852.0,287.0
48201422404,2676.0,40478.0,2676.0,598.0,905.0,272.0
48201422406,2757.0,44519.0,2721.0,679.0,1101.0,244.0
48201422502,3043.0,45382.0,3016.0,299.0,1437.0,229.0
48201422601,3272.0,46015.0,3118.0,768.0,1299.0,225.0
48201422602,2359.0,73162.0,2359.0,248.0,983.0,44.0
48201423001,3299.0,36117.0,3299.0,1084.0,1072.0,417.0
48201423201,2631.0,80141.0,2628.0,371.0,911.0,190.0
48201431600,3582.0,118409.0,3519.0,323.0,1846.0,0.0
48201532200,3566.0,36058.0,3566.0,1827.0,1328.0,235.0
48201533302,3938.0,47569.0,3647.0,710.0,1151.0,347.0
48201534002,5216.0,55481.0,5216.0,1057.0,1481.0,263.0
48201534003,2307.0,69661.0,2289.0,479.0,688.0,73.0
48201534203,2334.0,60461.0,2201.0,359.0,654.0,154.0
48201540503,5037.0,60318.0,5037.0,518.0,1714.0,440.0
48201541204,5826.0,86160.0,5811.0,137.0,1797.0,62.0
48201541401,4542.0,81122.0,4542.0,354.0,1376.0,135.0
48201541403,3278.0,52255.0,3278.0,627.0,1192.0,163.0
48201541404,3421.0,79421.0,3421.0,246.0,1115.0,97.0
48201541702,2644.0,64765.0,2644.0,112.0,1193.0,183.0
48201542003,3809.0,92004.0,3809.0,418.0,1111.0,19.0
48201542202,11845.0,76866.0,11801.0,2146.0,3371.0,498.0
48201542304,5523.0,84679.0,5498.0,352.0,1604.0,213.0
48201554409,7224.0,151082.0,7224.0,0.0,2471.0,0.0
48201555200,12804.0,101702.0,12732.0,1624.0,4026.0,420.0
48201555403,4474.0,82604.0,4398.0,318.0,1652.0,333.0
48201222701,2706.0,19739.0,2706.0,1389.0,938.0,664.0
48201222702,3218.0,22941.0,3218.0,1337.0,1476.0,685.0
48201232201,6726.0,46602.0,6457.0,2625.0,1833.0,502.0
48201232500,4397.0,44481.0,3860.0,1659.0,992.0,168.0
48201240503,2731.0,37138.0,2674.0,941.0,1195.0,360.0
48201240803,2325.0,49066.0,2303.0,616.0,968.0,93.0
48201241503,2644.0,51519.0,2618.0,458.0,736.0,132.0
48201250403,4543.0,82480.0,4543.0,376.0,1689.0,159.0
48201250801,3576.0,132574.0,3543.0,141.0,1357.0,69.0
48201250802,4597.0,140201.0,4597.0,585.0,1557.0,10.0
48201250902,5784.0,190950.0,5784.0,18.0,2007.0,23.0
48201251100,7435.0,107067.0,7416.0,264.0,2498.0,45.0
48201251200,6260.0,72500.0,6260.0,419.0,2392.0,275.0
48201251300,7242.0,131636.0,7242.0,207.0,2505.0,82.0
48201251701,4631.0,86486.0,4631.0,802.0,1426.0,170.0
48201252002,6630.0,135174.0,6618.0,62.0,1820.0,22.0
48201252601,3589.0,41075.0,3589.0,1371.0,1276.0,352.0
48201252602,3860.0,47609.0,3860.0,509.0,1116.0,316.0
48201252901,2268.0,49063.0,2248.0,454.0,907.0,39.0
48201321200,5008.0,33750.0,5008.0,1799.0,1412.0,599.0
48201321500,2700.0,40938.0,2700.0,1017.0,945.0,300.0
48201321600,6937.0,77050.0,6934.0,1081.0,1890.0,286.0
48201333801,4084.0,52550.0,4084.0,1273.0,1278.0,337.0
48201410101,2246.0,92813.0,2205.0,378.0,1103.0,142.0
48201410102,3956.0,73029.0,3956.0,836.0,2577.0,211.0
48201410201,1734.0,80037.0,1734.0,167.0,1285.0,20.0
48201410602,2647.0,93715.0,2647.0,196.0,1780.0,10.0
48201451003,3829.0,43787.0,3829.0,947.0,1669.0,213.0
48201454400,1013.0,60242.0,1013.0,93.0,654.0,175.0
48201510201,2450.0,118015.0,2450.0,249.0,1419.0,0.0
48201510202,6566.0,112284.0,6566.0,707.0,3815.0,105.0
48201533402,6434.0,53581.0,6278.0,1178.0,2044.0,321.0
48201533804,6437.0,91601.0,6437.0,892.0,1423.0,210.0
48201533903,4135.0,73625.0,4135.0,330.0,1167.0,175.0
48201541701,6879.0,94661.0,6851.0,1582.0,1709.0,537.0
48201541902,4756.0,102899.0,4756.0,624.0,1507.0,45.0
48201550102,2295.0,45634.0,2295.0,825.0,1046.0,407.0
48201553601,5173.0,115833.0,5127.0,363.0,1712.0,10.0
48201555001,2483.0,134444.0,2483.0,233.0,646.0,10.0
48201980700,2067.0,90972.0,2067.0,310.0,1303.0,31.0
48201233300,4436.0,61282.0,4436.0,961.0,1326.0,246.0
48201310800,3124.0,53281.0,3124.0,465.0,1242.0,123.0
48201320902,3685.0,85656.0,3685.0,245.0,1160.0,150.0
48201323601,4141.0,49542.0,4141.0,577.0,1700.0,409.0
48201331501,4551.0,75553.0,4551.0,653.0,1462.0,233.0
48201341600,6841.0,120704.0,6812.0,414.0,2781.0,45.0
48201342801,5306.0,126488.0,5306.0,124.0,1972.0,33.0
48201412901,1916.0,85773.0,1910.0,332.0,1031.0,111.0
48201412902,3184.0,95781.0,2995.0,475.0,1125.0,21.0
48201422304,4382.0,48780.0,4382.0,1394.0,1040.0,335.0
48201431001,2613.0,98911.0,2596.0,162.0,1119.0,40.0
48201431002,3020.0,106250.0,3020.0,32.0,1217.0,31.0
48201432301,3510.0,43515.0,3510.0,836.0,1808.0,292.0
48201432303,2778.0,58369.0,2778.0,869.0,1332.0,372.0
48201432401,3781.0,42297.0,3733.0,1046.0,1642.0,189.0
48201432402,2960.0,39861.0,2940.0,919.0,1449.0,461.0
48201450401,2020.0,63102.0,2020.0,518.0,1073.0,74.0
48201450803,4179.0,71755.0,4179.0,947.0,1614.0,223.0
48201451004,1700.0,51826.0,1700.0,435.0,857.0,85.0
48201451005,1967.0,33341.0,1967.0,734.0,1073.0,260.0
48201451405,2813.0,52619.0,2813.0,381.0,1332.0,83.0
48201451407,1785.0,29990.0,1785.0,504.0,968.0,160.0
48201452103,2559.0,84556.0,2513.0,481.0,757.0,414.0
48201452203,2195.0,50395.0,2099.0,571.0,1122.0,283.0
48201452204,2414.0,51145.0,2414.0,262.0,1319.0,96.0
48201452401,3187.0,45917.0,3145.0,649.0,1284.0,182.0
48201452502,4498.0,43866.0,4498.0,1197.0,1574.0,307.0
48201452702,4187.0,49904.0,4187.0,481.0,1506.0,515.0
48201454304,5934.0,65549.0,5934.0,758.0,2058.0,272.0
48201454305,3546.0,46644.0,3546.0,953.0,1509.0,255.0
48201543202,3905.0,73839.0,3905.0,521.0,1770.0,76.0
48201553300,3916.0,43695.0,3755.0,1331.0,1946.0,472.0
48201553500,7369.0,103684.0,7319.0,471.0,2485.0,37.0
48201554406,5054.0,124500.0,5054.0,272.0,1644.0,5.0
48201554408,9287.0,111601.0,9287.0,392.0,3041.0,116.0
